hopcount;requestratio
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;10;0.9999999999999999
1;10;0.9999999999999999
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;10;0.9999999999999999
1;10;0.9999999999999999
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
2;25;1.2
2;20;1.4999999999999998
2;20;1.4999999999999998
1;10;0.9999999999999999
1;10;0.9999999999999999
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;10;0.9999999999999999
1;10;0.9999999999999999
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;10;0.9999999999999999
1;10;0.9999999999999999
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
2;25;1.2
2;20;1.4999999999999998
2;20;1.4999999999999998
1;10;0.9999999999999999
1;10;0.9999999999999999
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;10;0.9999999999999999
1;10;0.9999999999999999
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;10;0.9999999999999999
1;10;0.9999999999999999
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
2;25;1.2
2;20;1.4999999999999998
2;20;1.4999999999999998
1;10;0.9999999999999999
1;10;0.9999999999999999
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;10;0.9999999999999999
1;10;0.9999999999999999
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;10;0.9999999999999999
1;10;0.9999999999999999
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
2;25;1.2
2;20;1.4999999999999998
2;20;1.4999999999999998
1;10;0.9999999999999999
1;10;0.9999999999999999
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;10;0.9999999999999999
1;10;0.9999999999999999
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;10;0.9999999999999999
1;10;0.9999999999999999
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
2;25;1.2
2;20;1.4999999999999998
2;20;1.4999999999999998
1;10;0.9999999999999999
1;10;0.9999999999999999
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;10;0.9999999999999999
1;10;0.9999999999999999
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;10;0.9999999999999999
1;10;0.9999999999999999
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
1;20;0.49999999999999994
